"transcript_id","q_value",".transcript_raw","transcript","qvalue","ensembl_gene_id","gene_name"
"ENST00000678416.1",1.32e-18,"ENST00000678416.1","ENST00000678416",1.32e-18,"ENSG00000196531","NACA"
"ENST00000587481.1",1.33e-18,"ENST00000587481.1","ENST00000587481",1.33e-18,"ENSG00000102898","NUTF2"
"ENST00000472441.1",1.38e-18,"ENST00000472441.1","ENST00000472441",1.38e-18,"ENSG00000169908","TM4SF1"
"ENST00000484604.5",1.47e-18,"ENST00000484604.5","ENST00000484604",1.47e-18,"ENSG00000133112","TPT1"
"ENST00000301821.11",1.52e-18,"ENST00000301821.11","ENST00000301821",1.52e-18,"ENSG00000168028","RPSA"
"ENST00000616577.4",1.71e-18,"ENST00000616577.4","ENST00000616577",1.71e-18,"ENSG00000133112","TPT1"
"ENST00000697816.1",2.09e-18,"ENST00000697816.1","ENST00000697816",2.09e-18,"ENSG00000168028","RPSA"
"ENST00000709238.1",2.74e-18,"ENST00000709238.1","ENST00000709238",2.74e-18,"ENSG00000291931","RPS2"
"ENST00000532359.5",2.9e-18,"ENST00000532359.5","ENST00000532359",2.9e-18,"ENSG00000166441","RPL27A"
"ENST00000644684.1",3.43e-18,"ENST00000644684.1","ENST00000644684",3.43e-18,"ENSG00000174748","RPL15"
"ENST00000368809.1",3.91e-18,"ENST00000368809.1","ENST00000368809",3.91e-18,"ENSG00000197747","S100A10"
"ENST00000502453.1",4.32e-18,"ENST00000502453.1","ENST00000502453",4.32e-18,"ENSG00000113387","SUB1"
"ENST00000549017.5",5.04e-18,"ENST00000549017.5","ENST00000549017",5.04e-18,"ENSG00000092841","MYL6"
"ENST00000581373.5",5.09e-18,"ENST00000581373.5","ENST00000581373",5.09e-18,"ENSG00000265681","RPL17"
"ENST00000676873.1",5.25e-18,"ENST00000676873.1","ENST00000676873",5.25e-18,"ENSG00000196531","NACA"
"ENST00000545199.5",6.69e-18,"ENST00000545199.5","ENST00000545199",6.69e-18,"ENSG00000111341","MGP"
"ENST00000504789.5",7.87e-18,"ENST00000504789.5","ENST00000504789",7.87e-18,"ENSG00000113387","SUB1"
"ENST00000217652.8",8.01e-18,"ENST00000217652.8","ENST00000217652",8.01e-18,"ENSG00000101608","MYL12A"
"ENST00000370913.5",8.11e-18,"ENST00000370913.5","ENST00000370913",8.11e-18,"ENSG00000012660","ELOVL5"
"ENST00000539708.5",8.4e-18,"ENST00000539708.5","ENST00000539708",8.4e-18,"ENSG00000008394","MGST1"
"ENST00000465096.5",9.04e-18,"ENST00000465096.5","ENST00000465096",9.04e-18,"ENSG00000178127","NDUFV2"
"ENST00000261479.9",1.01e-17,"ENST00000261479.9","ENST00000261479",1.01e-17,"ENSG00000100902","PSMA6"
"ENST00000589739.3",1.08e-17,"ENST00000589739.3","ENST00000589739",1.08e-17,"ENSG00000104904","OAZ1"
"ENST00000343262.9",1.43e-17,"ENST00000343262.9","ENST00000343262",1.43e-17,"ENSG00000140988","RPS2"
"ENST00000575519.1",1.5e-17,"ENST00000575519.1","ENST00000575519",1.5e-17,"ENSG00000108590","MED31"
"ENST00000320623.10",1.56e-17,"ENST00000320623.10","ENST00000320623",1.56e-17,"ENSG00000181019","NQO1"
"ENST00000380394.9",1.58e-17,"ENST00000380394.9","ENST00000380394",1.58e-17,"ENSG00000137154","RPS6"
"ENST00000454021.6",1.58e-17,"ENST00000454021.6","ENST00000454021",1.58e-17,"ENSG00000235650","RPS18"
"ENST00000552321.2",1.62e-17,"ENST00000552321.2","ENST00000552321",1.62e-17,"ENSG00000219200","RNASEK"
"ENST00000534781.1",1.8e-17,"ENST00000534781.1","ENST00000534781",1.8e-17,"ENSG00000161016","RPL8"
"ENST00000618612.5",1.86e-17,"ENST00000618612.5","ENST00000618612",1.86e-17,"ENSG00000088832","FKBP1A"
"ENST00000543796.6",2.14e-17,"ENST00000543796.6","ENST00000543796",2.14e-17,"ENSG00000132341","RAN"
"ENST00000678047.1",2.49e-17,"ENST00000678047.1","ENST00000678047",2.49e-17,"ENSG00000196531","NACA"
"ENST00000296417.6",2.53e-17,"ENST00000296417.6","ENST00000296417",2.53e-17,"ENSG00000164032","H2AZ1"
"ENST00000497856.6",2.53e-17,"ENST00000497856.6","ENST00000497856",2.53e-17,"ENSG00000129625","REEP5"
"ENST00000514682.5",2.72e-17,"ENST00000514682.5","ENST00000514682",2.72e-17,"ENSG00000145425","RPS3A"
"ENST00000299166.9",2.79e-17,"ENST00000299166.9","ENST00000299166",2.79e-17,"ENSG00000166136","NDUFB8"
"ENST00000373715.11",3e-17,"ENST00000373715.11","ENST00000373715",3e-17,"ENSG00000112081","SRSF3"
"ENST00000228438.3",3.14e-17,"ENST00000228438.3","ENST00000228438",3.14e-17,"ENSG00000110852","CLEC2B"
"ENST00000538152.1",3.14e-17,"ENST00000538152.1","ENST00000538152",3.14e-17,"ENSG00000110852","CLEC2B"
"ENST00000535434.5",3.46e-17,"ENST00000535434.5","ENST00000535434",3.46e-17,"ENSG00000111669","TPI1"
"ENST00000651623.1",3.49e-17,"ENST00000651623.1","ENST00000651623",3.49e-17,"ENSG00000164032","H2AZ1"
"ENST00000393467.1",3.97e-17,"ENST00000393467.1","ENST00000393467",3.97e-17,"ENSG00000105974","CAV1"
"ENST00000305366.8",3.97e-17,"ENST00000305366.8","ENST00000305366",3.97e-17,"ENSG00000169908","TM4SF1"
"ENST00000392369.6",4.06e-17,"ENST00000392369.6","ENST00000392369",4.06e-17,"ENSG00000132341","RAN"
"ENST00000225728.8",4.28e-17,"ENST00000225728.8","ENST00000225728",4.28e-17,"ENSG00000108590","MED31"
"ENST00000553809.5",4.81e-17,"ENST00000553809.5","ENST00000553809",4.81e-17,"ENSG00000100902","PSMA6"
"ENST00000527914.5",4.88e-17,"ENST00000527914.5","ENST00000527914",4.88e-17,"ENSG00000161016","RPL8"
"ENST00000656829.1",5.5e-17,"ENST00000656829.1","ENST00000656829",5.5e-17,"ENSG00000163041","H3-3A"
"ENST00000420057.2",6.24e-17,"ENST00000420057.2","ENST00000420057",6.24e-17,"ENSG00000167397","VKORC1"
"ENST00000515060.1",6.32e-17,"ENST00000515060.1","ENST00000515060",6.32e-17,"ENSG00000159199","ATP5MC1"
"ENST00000512737.6",6.32e-17,"ENST00000512737.6","ENST00000512737",6.32e-17,"ENSG00000243678","NME2"
"ENST00000271638.3",7.69e-17,"ENST00000271638.3","ENST00000271638",7.69e-17,"ENSG00000163191","S100A11"
"ENST00000478109.1",7.69e-17,"ENST00000478109.1","ENST00000478109",7.69e-17,"ENSG00000163191","S100A11"
"ENST00000267884.11",8.55e-17,"ENST00000267884.11","ENST00000267884",8.55e-17,"ENSG00000140319","SRP14"
"ENST00000578611.5",8.56e-17,"ENST00000578611.5","ENST00000578611",8.56e-17,"ENSG00000101608","MYL12A"
"ENST00000503064.5",8.97e-17,"ENST00000503064.5","ENST00000503064",8.97e-17,"ENSG00000243678","NME2"
"ENST00000548400.5",9.51e-17,"ENST00000548400.5","ENST00000548400",9.51e-17,"ENSG00000092841","MYL6"
"ENST00000535847.1",9.63e-17,"ENST00000535847.1","ENST00000535847",9.63e-17,"ENSG00000129562","DAD1"
"ENST00000219169.9",9.97e-17,"ENST00000219169.9","ENST00000219169",9.97e-17,"ENSG00000102898","NUTF2"
"ENST00000700613.1",1.01e-16,"ENST00000700613.1","ENST00000700613",1.01e-16,"ENSG00000102898","NUTF2"
"ENST00000695792.1",1.37e-16,"ENST00000695792.1","ENST00000695792",1.37e-16,"ENSG00000166710","B2M"
"ENST00000439640.5",1.39e-16,"ENST00000439640.5","ENST00000439640",1.39e-16,"ENSG00000088832","FKBP1A"
"ENST00000259457.8",1.42e-16,"ENST00000259457.8","ENST00000259457",1.42e-16,"ENSG00000136930","PSMB7"
"ENST00000498485.5",1.42e-16,"ENST00000498485.5","ENST00000498485",1.42e-16,"ENSG00000136930","PSMB7"
"ENST00000044462.12",1.46e-16,"ENST00000044462.12","ENST00000044462",1.46e-16,"ENSG00000041357","PSMA4"
"ENST00000579618.1",1.82e-16,"ENST00000579618.1","ENST00000579618",1.82e-16,"ENSG00000167088","SNRPD1"
"ENST00000648161.1",2.17e-16,"ENST00000648161.1","ENST00000648161",2.17e-16,"ENSG00000100138","SNU13"
"ENST00000518118.1",2.17e-16,"ENST00000518118.1","ENST00000518118",2.17e-16,"ENSG00000120533","ENY2"
"ENST00000695862.1",2.74e-16,"ENST00000695862.1","ENST00000695862",2.74e-16,"ENSG00000070831","CDC42"
"ENST00000262584.7",2.74e-16,"ENST00000262584.7","ENST00000262584",2.74e-16,"ENSG00000161016","RPL8"
"ENST00000558527.5",3.03e-16,"ENST00000558527.5","ENST00000558527",3.03e-16,"ENSG00000140319","SRP14"
"ENST00000708932.1",3.06e-16,"ENST00000708932.1","ENST00000708932",3.06e-16,"ENSG00000291834","PFDN5"
"ENST00000679077.1",3.46e-16,"ENST00000679077.1","ENST00000679077",3.46e-16,"ENSG00000145741","BTF3"
"ENST00000543703.1",3.74e-16,"ENST00000543703.1","ENST00000543703",3.74e-16,"ENSG00000111639","MRPL51"
"ENST00000526668.5",3.76e-16,"ENST00000526668.5","ENST00000526668",3.76e-16,"ENSG00000161016","RPL8"
"ENST00000474740.1",3.89e-16,"ENST00000474740.1","ENST00000474740",3.89e-16,"ENSG00000178127","NDUFV2"
"ENST00000564544.1",4.34e-16,"ENST00000564544.1","ENST00000564544",4.34e-16,"ENSG00000131143","COX4I1"
"ENST00000552316.1",4.36e-16,"ENST00000552316.1","ENST00000552316",4.36e-16,"ENSG00000088986","DYNLL1"
"ENST00000223641.5",5.37e-16,"ENST00000223641.5","ENST00000223641",5.37e-16,"ENSG00000106803","SEC61B"
"ENST00000498603.5",5.37e-16,"ENST00000498603.5","ENST00000498603",5.37e-16,"ENSG00000106803","SEC61B"
"ENST00000304834.11",6.15e-16,"ENST00000304834.11","ENST00000304834",6.15e-16,"ENSG00000189159","JPT1"
"ENST00000517756.5",6.25e-16,"ENST00000517756.5","ENST00000517756",6.25e-16,"ENSG00000120533","ENY2"
"ENST00000586054.2",6.73e-16,"ENST00000586054.2","ENST00000586054",6.73e-16,"ENSG00000104904","OAZ1"
"ENST00000678376.1",6.83e-16,"ENST00000678376.1","ENST00000678376",6.83e-16,"ENSG00000196531","NACA"
"ENST00000529163.5",6.96e-16,"ENST00000529163.5","ENST00000529163",6.96e-16,"ENSG00000161016","RPL8"
"ENST00000593892.5",7.11e-16,"ENST00000593892.5","ENST00000593892",7.11e-16,"ENSG00000178980","SELENOW"
"ENST00000552870.1",7.34e-16,"ENST00000552870.1","ENST00000552870",7.34e-16,"ENSG00000088986","DYNLL1"
"ENST00000599898.5",7.34e-16,"ENST00000599898.5","ENST00000599898",7.34e-16,"ENSG00000105640","RPL18A"
"ENST00000369713.10",8.11e-16,"ENST00000369713.10","ENST00000369713",8.11e-16,"ENSG00000148834","GSTO1"
"ENST00000304511.7",8.44e-16,"ENST00000304511.7","ENST00000304511",8.44e-16,"ENSG00000171202","TMEM126A"
"ENST00000706715.1",8.84e-16,"ENST00000706715.1","ENST00000706715",8.84e-16,"ENSG00000167468","GPX4"
"ENST00000620720.3",1.04e-15,"ENST00000620720.3","ENST00000620720",1.04e-15,"ENSG00000277079","RPS9"
"ENST00000625297.1",1.04e-15,"ENST00000625297.1","ENST00000625297",1.04e-15,"ENSG00000277079","RPS9"
"ENST00000562133.5",1.04e-15,"ENST00000562133.5","ENST00000562133",1.04e-15,"ENSG00000004779","NDUFAB1"
"ENST00000336133.8",1.07e-15,"ENST00000336133.8","ENST00000336133",1.07e-15,"ENSG00000205323","SARNP"
"ENST00000552946.1",1.07e-15,"ENST00000552946.1","ENST00000552946",1.07e-15,"ENSG00000205323","SARNP"
"ENST00000460922.2",1.19e-15,"ENST00000460922.2","ENST00000460922",1.19e-15,"ENSG00000100804","PSMB5"
"ENST00000676549.1",1.19e-15,"ENST00000676549.1","ENST00000676549",1.19e-15,"ENSG00000117450","PRDX1"
"ENST00000247655.4",1.19e-15,"ENST00000247655.4","ENST00000247655",1.19e-15,"ENSG00000127184","COX7C"
"ENST00000520627.1",1.22e-15,"ENST00000520627.1","ENST00000520627",1.22e-15,"ENSG00000008988","RPS20"
"ENST00000631698.1",1.28e-15,"ENST00000631698.1","ENST00000631698",1.28e-15,"ENSG00000273594","EEF1D"
"ENST00000517679.5",1.37e-15,"ENST00000517679.5","ENST00000517679",1.37e-15,"ENSG00000171530","TBCA"
"ENST00000616839.3",1.39e-15,"ENST00000616839.3","ENST00000616839",1.39e-15,"ENSG00000277359","RPS9"
"ENST00000627525.1",1.39e-15,"ENST00000627525.1","ENST00000627525",1.39e-15,"ENSG00000277359","RPS9"
"ENST00000569997.1",1.44e-15,"ENST00000569997.1","ENST00000569997",1.44e-15,"ENSG00000131143","COX4I1"
"ENST00000506765.1",1.5e-15,"ENST00000506765.1","ENST00000506765",1.5e-15,"ENSG00000164258","NDUFS4"
"ENST00000534029.5",1.69e-15,"ENST00000534029.5","ENST00000534029",1.69e-15,"ENSG00000151366","NDUFC2"
"ENST00000709898.1",1.7e-15,"ENST00000709898.1","ENST00000709898",1.7e-15,"ENSG00000292158","RPS3A"
"ENST00000323981.6",1.76e-15,"ENST00000323981.6","ENST00000323981",1.76e-15,"ENSG00000166012","TAF1D"
"ENST00000466525.1",1.78e-15,"ENST00000466525.1","ENST00000466525",1.78e-15,"ENSG00000111640","GAPDH"
"ENST00000351554.8",2.03e-15,"ENST00000351554.8","ENST00000351554",2.03e-15,"ENSG00000085063","CD59"
"ENST00000341423.10",2.3e-15,"ENST00000341423.10","ENST00000341423",2.3e-15,"ENSG00000189403","HMGB1"
"ENST00000322347.11",2.77e-15,"ENST00000322347.11","ENST00000322347",2.77e-15,"ENSG00000178741","COX5A"
"ENST00000593149.5",3.19e-15,"ENST00000593149.5","ENST00000593149",3.19e-15,"ENSG00000178982","EIF3K"
"ENST00000676117.1",3.3e-15,"ENST00000676117.1","ENST00000676117",3.3e-15,"ENSG00000169567","HINT1"
"ENST00000396467.5",3.4e-15,"ENST00000396467.5","ENST00000396467",3.4e-15,"ENSG00000147604","RPL7"
"ENST00000454682.6",3.76e-15,"ENST00000454682.6","ENST00000454682",3.76e-15,"ENSG00000196531","NACA"
"ENST00000396064.7",3.97e-15,"ENST00000396064.7","ENST00000396064",3.97e-15,"ENSG00000140307","GTF2A2"
"ENST00000526433.1",4.2e-15,"ENST00000526433.1","ENST00000526433",4.2e-15,"ENSG00000173465","ZNRD2"
"ENST00000495394.2",4.5e-15,"ENST00000495394.2","ENST00000495394",4.5e-15,"ENSG00000168028","RPSA"
"ENST00000592940.2",4.73e-15,"ENST00000592940.2","ENST00000592940",4.73e-15,"ENSG00000167468","GPX4"
"ENST00000518218.5",4.74e-15,"ENST00000518218.5","ENST00000518218",4.74e-15,"ENSG00000171530","TBCA"
"ENST00000631650.1",5.11e-15,"ENST00000631650.1","ENST00000631650",5.11e-15,"ENSG00000273594","EEF1D"
"ENST00000697729.1",6.04e-15,"ENST00000697729.1","ENST00000697729",6.04e-15,"ENSG00000168028","RPSA"
"ENST00000377017.5",6.51e-15,"ENST00000377017.5","ENST00000377017",6.51e-15,"ENSG00000102265","TIMP1"
"ENST00000492695.1",6.89e-15,"ENST00000492695.1","ENST00000492695",6.89e-15,"ENSG00000198034","RPS4X"
"ENST00000211372.9",7e-15,"ENST00000211372.9","ENST00000211372",7e-15,"ENSG00000096150","RPS18"
"ENST00000274065.9",7.04e-15,"ENST00000274065.9","ENST00000274065",7.04e-15,"ENSG00000145425","RPS3A"
"ENST00000521440.6",7.15e-15,"ENST00000521440.6","ENST00000521440",7.15e-15,"ENSG00000104408","EIF3E"
"ENST00000396060.7",1e-14,"ENST00000396060.7","ENST00000396060",1e-14,"ENSG00000140307","GTF2A2"
"ENST00000541064.5",1.05e-14,"ENST00000541064.5","ENST00000541064",1.05e-14,"ENSG00000119655","NPC2"
"ENST00000434122.2",1.07e-14,"ENST00000434122.2","ENST00000434122",1.07e-14,"ENSG00000226225","RPS18"
"ENST00000695857.1",1.1e-14,"ENST00000695857.1","ENST00000695857",1.1e-14,"ENSG00000070831","CDC42"
"ENST00000586316.5",1.13e-14,"ENST00000586316.5","ENST00000586316",1.13e-14,"ENSG00000105185","PDCD5"
"ENST00000602163.1",1.28e-14,"ENST00000602163.1","ENST00000602163",1.28e-14,"ENSG00000178980","SELENOW"
"ENST00000426712.1",1.32e-14,"ENST00000426712.1","ENST00000426712",1.32e-14,"ENSG00000168090","COPS6"
"ENST00000296930.10",1.44e-14,"ENST00000296930.10","ENST00000296930",1.44e-14,"ENSG00000181163","NPM1"
"ENST00000396651.8",1.48e-14,"ENST00000396651.8","ENST00000396651",1.48e-14,"ENSG00000142937","RPS8"
"ENST00000458478.6",1.54e-14,"ENST00000458478.6","ENST00000458478",1.54e-14,"ENSG00000168028","RPSA"
"ENST00000639136.2",1.55e-14,"ENST00000639136.2","ENST00000639136",1.55e-14,"ENSG00000283771","TMEM256"
"ENST00000536368.1",1.6e-14,"ENST00000536368.1","ENST00000536368",1.6e-14,"ENSG00000197958","RPL12"
"ENST00000493287.5",1.61e-14,"ENST00000493287.5","ENST00000493287",1.61e-14,"ENSG00000242485","MRPL20"
"ENST00000302422.4",1.73e-14,"ENST00000302422.4","ENST00000302422",1.73e-14,"ENSG00000205544","TMEM256"
"ENST00000700297.1",1.85e-14,"ENST00000700297.1","ENST00000700297",1.85e-14,"ENSG00000099341","PSMD8"
"ENST00000527791.5",1.86e-14,"ENST00000527791.5","ENST00000527791",1.86e-14,"ENSG00000118181","RPS25"
"ENST00000475947.7",1.86e-14,"ENST00000475947.7","ENST00000475947",1.86e-14,"ENSG00000175061","SNHG29"
"ENST00000677447.1",1.88e-14,"ENST00000677447.1","ENST00000677447",1.88e-14,"ENSG00000104408","EIF3E"
"ENST00000485756.1",1.92e-14,"ENST00000485756.1","ENST00000485756",1.92e-14,"ENSG00000122026","RPL21"
"ENST00000428792.1",2.09e-14,"ENST00000428792.1","ENST00000428792",2.09e-14,"ENSG00000099977","DDT"
"ENST00000599561.1",2.09e-14,"ENST00000599561.1","ENST00000599561",2.09e-14,"ENSG00000142534","RPS11"
"ENST00000564903.1",2.27e-14,"ENST00000564903.1","ENST00000564903",2.27e-14,"ENSG00000131143","COX4I1"
"ENST00000630540.2",2.98e-14,"ENST00000630540.2","ENST00000630540",2.98e-14,"ENSG00000280831","RPS25"
"ENST00000475783.1",3.03e-14,"ENST00000475783.1","ENST00000475783",3.03e-14,"ENSG00000155368","DBI"
"ENST00000451270.7",3.03e-14,"ENST00000451270.7","ENST00000451270",3.03e-14,"ENSG00000182718","ANXA2"
"ENST00000457341.6",3.03e-14,"ENST00000457341.6","ENST00000457341",3.03e-14,"ENSG00000223367","RPS18"
"ENST00000455959.7",3.03e-14,"ENST00000455959.7","ENST00000455959",3.03e-14,"ENSG00000140612","SEC11A"
"ENST00000267869.8",3.05e-14,"ENST00000267869.8","ENST00000267869",3.05e-14,"ENSG00000140307","GTF2A2"
"ENST00000436146.2",3.21e-14,"ENST00000436146.2","ENST00000436146",3.21e-14,"ENSG00000174748","RPL15"
"ENST00000483765.5",3.23e-14,"ENST00000483765.5","ENST00000483765",3.23e-14,"ENSG00000122026","RPL21"
"ENST00000379341.9",3.24e-14,"ENST00000379341.9","ENST00000379341",3.24e-14,"ENSG00000123131","PRDX4"
"ENST00000439422.1",3.24e-14,"ENST00000439422.1","ENST00000439422",3.24e-14,"ENSG00000123131","PRDX4"
"ENST00000485390.5",3.67e-14,"ENST00000485390.5","ENST00000485390",3.67e-14,"ENSG00000142937","RPS8"
"ENST00000517523.1",3.85e-14,"ENST00000517523.1","ENST00000517523",3.85e-14,"ENSG00000156467","UQCRB"
"ENST00000697731.1",3.92e-14,"ENST00000697731.1","ENST00000697731",3.92e-14,"ENSG00000168028","RPSA"
"ENST00000523707.1",4.08e-14,"ENST00000523707.1","ENST00000523707",4.08e-14,"ENSG00000120533","ENY2"
"ENST00000621781.4",4.08e-14,"ENST00000621781.4","ENST00000621781",4.08e-14,"ENSG00000126067","PSMB2"
"ENST00000678774.1",4.08e-14,"ENST00000678774.1","ENST00000678774",4.08e-14,"ENSG00000181163","NPM1"
"ENST00000308153.9",4.15e-14,"ENST00000308153.9","ENST00000308153",4.15e-14,"ENSG00000105968","H2AZ2"
"ENST00000477244.5",4.51e-14,"ENST00000477244.5","ENST00000477244",4.51e-14,"ENSG00000160014","CALM3"
"ENST00000616928.3",4.58e-14,"ENST00000616928.3","ENST00000616928",4.58e-14,"ENSG00000274626","RPS9"
"ENST00000626065.1",4.58e-14,"ENST00000626065.1","ENST00000626065",4.58e-14,"ENSG00000274626","RPS9"
"ENST00000666609.1",4.87e-14,"ENST00000666609.1","ENST00000666609",4.87e-14,"ENSG00000163041","H3-3A"
"ENST00000610953.3",4.92e-14,"ENST00000610953.3","ENST00000610953",4.92e-14,"ENSG00000278081","RPS9"
"ENST00000630852.1",4.92e-14,"ENST00000630852.1","ENST00000630852",4.92e-14,"ENSG00000278081","RPS9"
"ENST00000222008.11",5.18e-14,"ENST00000222008.11","ENST00000222008",5.18e-14,"ENSG00000105404","RABAC1"
"ENST00000697722.1",5.27e-14,"ENST00000697722.1","ENST00000697722",5.27e-14,"ENSG00000132963","POMP"
"ENST00000552176.2",5.85e-14,"ENST00000552176.2","ENST00000552176",5.85e-14,"ENSG00000219200","RNASEK"
"ENST00000620396.4",6.25e-14,"ENST00000620396.4","ENST00000620396",6.25e-14,"ENSG00000165949","IFI27"
"ENST00000482348.5",6.27e-14,"ENST00000482348.5","ENST00000482348",6.27e-14,"ENSG00000189159","JPT1"
"ENST00000585480.1",6.58e-14,"ENST00000585480.1","ENST00000585480",6.58e-14,"ENSG00000167468","GPX4"
"ENST00000670094.1",6.79e-14,"ENST00000670094.1","ENST00000670094",6.79e-14,"ENSG00000203875","SNHG5"
"ENST00000580887.5",6.79e-14,"ENST00000580887.5","ENST00000580887",6.79e-14,"ENSG00000101608","MYL12A"
"ENST00000265093.4",7.23e-14,"ENST00000265093.4","ENST00000265093",7.23e-14,"ENSG00000113732","ATP6V0E1"
"ENST00000511860.1",8.04e-14,"ENST00000511860.1","ENST00000511860",8.04e-14,"ENSG00000108826","MRPL27"
"ENST00000632675.1",9.01e-14,"ENST00000632675.1","ENST00000632675",9.01e-14,"ENSG00000273594","EEF1D"
"ENST00000580649.1",9.75e-14,"ENST00000580649.1","ENST00000580649",9.75e-14,"ENSG00000167863","ATP5PD"
"ENST00000367208.1",1.02e-13,"ENST00000367208.1","ENST00000367208",1.02e-13,"ENSG00000182004","SNRPE"
"ENST00000508200.5",1.16e-13,"ENST00000508200.5","ENST00000508200",1.16e-13,"ENSG00000108826","MRPL27"
"ENST00000504016.1",1.26e-13,"ENST00000504016.1","ENST00000504016",1.26e-13,"ENSG00000113387","SUB1"
"ENST00000474582.1",1.3e-13,"ENST00000474582.1","ENST00000474582",1.3e-13,"ENSG00000142937","RPS8"
"ENST00000697716.1",1.31e-13,"ENST00000697716.1","ENST00000697716",1.31e-13,"ENSG00000132963","POMP"
"ENST00000689426.1",1.32e-13,"ENST00000689426.1","ENST00000689426",1.32e-13,"ENSG00000230989","HSBP1"
"ENST00000592727.3",1.36e-13,"ENST00000592727.3","ENST00000592727",1.36e-13,"ENSG00000104904","OAZ1"
"ENST00000556431.1",1.39e-13,"ENST00000556431.1","ENST00000556431",1.39e-13,"ENSG00000184990","SIVA1"
"ENST00000525085.1",1.4e-13,"ENST00000525085.1","ENST00000525085",1.4e-13,"ENSG00000151366","NDUFC2"
"ENST00000538814.5",1.55e-13,"ENST00000538814.5","ENST00000538814",1.55e-13,"ENSG00000111639","MRPL51"
"ENST00000649813.2",1.71e-13,"ENST00000649813.2","ENST00000649813",1.71e-13,"ENSG00000126267","COX6B1"
"ENST00000559376.1",1.8e-13,"ENST00000559376.1","ENST00000559376",1.8e-13,"ENSG00000140612","SEC11A"
"ENST00000379056.5",1.81e-13,"ENST00000379056.5","ENST00000379056",1.81e-13,"ENSG00000133112","TPT1"
"ENST00000531975.5",2.22e-13,"ENST00000531975.5","ENST00000531975",2.22e-13,"ENSG00000161016","RPL8"
"ENST00000370902.8",2.37e-13,"ENST00000370902.8","ENST00000370902",2.37e-13,"ENSG00000171311","EXOSC1"
"ENST00000482069.5",2.38e-13,"ENST00000482069.5","ENST00000482069",2.38e-13,"ENSG00000138326","RPS24"
"ENST00000629936.1",2.5e-13,"ENST00000629936.1","ENST00000629936",2.5e-13,"ENSG00000275003","DDT"
"ENST00000645540.1",2.51e-13,"ENST00000645540.1","ENST00000645540",2.51e-13,"ENSG00000171863","RPS7"
"ENST00000338639.10",2.53e-13,"ENST00000338639.10","ENST00000338639",2.53e-13,"ENSG00000116288","PARK7"
"ENST00000464651.1",2.53e-13,"ENST00000464651.1","ENST00000464651",2.53e-13,"ENSG00000166136","NDUFB8"
"ENST00000618751.3",2.53e-13,"ENST00000618751.3","ENST00000618751",2.53e-13,"ENSG00000275323","RPS9"
