gene_id	gene_name	feature_id	sample02	sample03	sample04	sample09	sample10	sample11	sample12	sample13	sample14	sample15	sample16	sample17	sample18	sample19	sample20
MSTRG.14559	MSTRG.14559	MSTRG.14559.21	1311	2102	1679	10496	4264	18460	2760	11528	13992	15150	14903	13676	2958	15020	11948
MSTRG.6410	MSTRG.6410	ENST00000552314.1	2250	2333	1616	5454	3368	6391	2747	5541	7773	8712	7379	7620	1151	7291	5509
ENSG00000236824.2	BCYRN1	ENST00000418539.2	2505	1885	1210	2928	2639	1672	2737	4487	7390	9094	6923	6879	967	7723	4134
MSTRG.9080	MSTRG.9080	ENST00000339624.9	1588	2134	1678	6800	3725	9757	2736	8451	12070	12423	11595	11061	1862	10712	7754
MSTRG.24962		ENST00000248564.6	2306	2804	2016	5189	3932	5955	2721	4936	7133	7089	6508	6479	1102	6139	4170
MSTRG.14559	MSTRG.14559	ENST00000624069.3	1273	2081	1643	10326	4171	18194	2710	11354	13740	14856	14702	13471	2918	14763	11766
MSTRG.14559	MSTRG.14559	ENST00000484279.5	1253	2031	1619	10268	4151	17996	2687	11232	13647	14747	14571	13340	2898	14637	11661
MSTRG.17198		ENST00000374078.5	1815	2197	1677	5635	3554	6389	2677	5273	7439	7720	7017	6647	1145	6459	4715
MSTRG.13389		ENST00000591804.6	397	1202	1648	2068	3309	5065	2669	5165	8743	9002	6302	4011	430	3062	4424
MSTRG.27836	MSTRG.27836	MSTRG.27836.1	2257	2154	1398	2906	3159	2530	2665	2523	3460	4299	3293	2879	389	2694	2069
MSTRG.14561		ENST00000270625.7	1632	1917	1553	6933	3836	10579	2661	7293	9192	10228	9077	9501	1814	9687	6997
MSTRG.14561		ENST00000600027.5	1640	1914	1562	6936	3826	10588	2656	7290	9214	10237	9097	9509	1814	9699	6985
MSTRG.14561		ENST00000602252.5	1630	1902	1544	6847	3805	10454	2643	7215	9080	10121	8950	9375	1792	9541	6872
MSTRG.17198		ENST00000374077.8	1792	2173	1660	5548	3498	6260	2639	5206	7320	7595	6904	6543	1130	6351	4639
MSTRG.4842	MSTRG.4842	ENST00000529639.6	1264	1787	1448	5955	3636	8209	2613	7077	9726	10191	9285	9156	1505	9008	6848
MSTRG.4842	MSTRG.4842	ENST00000527548.5	1264	1786	1448	5953	3635	8203	2611	7073	9725	10190	9283	9154	1504	9008	6846
ENSG00000274917.1	RNA5-8SN5	ENST00000611446.1	3866	3035	1905	2543	2513	1865	2609	1657	2730	3717	2405	1837	298	1813	1110
ENSG00000278189.1	RNA5-8SN1	ENST00000619471.1	3926	3110	1906	2508	2551	1797	2604	1679	2712	3647	2331	1863	293	1807	1134
MSTRG.14561		ENST00000594493.1	1577	1873	1532	6865	3767	10487	2597	7225	9113	10111	8990	9412	1786	9588	6899
ENSG00000277739.1	5_8S_rRNA	ENST00000610460.1	3911	3075	1981	2628	2513	1918	2592	1682	2684	3680	2401	1890	300	1815	1122
ENSG00000278233.1	RNA5-8SN2	ENST00000612463.1	3850	3041	1988	2657	2572	1831	2581	1698	2750	3671	2387	1876	301	1839	1134
MSTRG.13532	MSTRG.13532	ENST00000394580.2	1774	2090	1623	4991	3313	6239	2580	5507	7622	8567	7369	7540	1231	7237	5347
MSTRG.14559	MSTRG.14559	ENST00000679106.1	1078	1906	1577	10037	3971	17827	2579	11072	13361	14471	14377	13182	2853	14440	11489
ENSG00000273730.1	5_8S_rRNA	ENST00000619779.1	3887	2999	1973	2593	2530	1835	2575	1647	2726	3755	2328	1888	297	1809	1133
ENSG00000275215.1	RNA5-8SN3	ENST00000613359.1	3848	3028	1931	2560	2486	1830	2571	1674	2659	3633	2374	1939	322	1764	1103
MSTRG.4282		ENST00000526562.5	1612	1954	1519	5516	3214	7600	2561	5896	8597	9166	7751	7605	1438	7648	5923
ENSG00000288387.1	RNA5-8SN3	ENST00000673592.1	3842	3086	1935	2581	2457	1880	2556	1663	2678	3752	2352	1930	309	1812	1141
ENSG00000275757.1	5_8S_rRNA	ENST00000618998.1	3838	3039	1939	2517	2435	1857	2536	1646	2697	3677	2387	1929	271	1824	1155
ENSG00000288326.1	RNA5-8SN1	ENST00000673303.1	3824	3067	1931	2588	2469	1815	2532	1712	2753	3663	2370	1870	276	1781	1144
ENSG00000276700.1	RNA5-8SN4	ENST00000616292.1	3861	3064	1907	2599	2602	1846	2531	1670	2713	3780	2341	1858	276	1799	1108
MSTRG.6416	MSTRG.6416	ENST00000550697.6	1304	2038	1576	9215	3796	13740	2494	10139	12956	13234	13096	11598	2593	12892	9657
MSTRG.22617		ENST00000519690.1	1509	1793	1424	6303	3474	8986	2484	5454	7169	7774	7208	7104	1210	7140	5524
MSTRG.3874		ENST00000369825.6	1578	1773	1426	5474	3087	6117	2481	5302	7277	7676	7302	6854	1112	6727	5227
MSTRG.3874		ENST00000369815.6	1576	1771	1426	5455	3080	6096	2476	5291	7265	7659	7295	6840	1107	6717	5218
MSTRG.19358		ENST00000394077.8	1244	1485	1462	6948	3660	10781	2473	8417	11096	11842	10880	10755	2187	11422	8694
MSTRG.19358		ENST00000704285.1	1245	1481	1459	6945	3653	10779	2472	8416	11084	11835	10879	10748	2187	11418	8688
MSTRG.13532	MSTRG.13532	ENST00000579649.5	1741	2022	1569	4771	3203	5897	2472	5251	7250	8146	6977	7127	1166	6832	5027
MSTRG.19358		ENST00000704284.1	1244	1483	1461	6944	3655	10781	2470	8414	11091	11836	10883	10749	2186	11420	8692
MSTRG.3874		ENST00000337003.4	1574	1762	1415	5388	3052	5985	2463	5230	7198	7589	7187	6751	1088	6617	5136
MSTRG.19358		ENST00000464595.1	1230	1471	1448	6917	3639	10733	2463	8400	11062	11823	10874	10739	2188	11442	8689
MSTRG.3874		ENST00000309579.7	1574	1763	1416	5375	3045	5969	2460	5228	7196	7582	7182	6743	1083	6611	5132
MSTRG.27853	MSTRG.27853	ENST00000361899.2	3181	2431	1299	4326	2915	3533	2454	2128	2951	3216	2550	2467	365	2249	1583
MSTRG.27856	MSTRG.27856	MSTRG.27856.1	3075	2547	1316	4292	2936	3769	2427	2433	3050	3475	2605	2555	386	2161	1620
MSTRG.13931		ENST00000442744.7	1327	1682	1446	6060	3354	9393	2415	7087	9766	10685	9295	9276	1769	9446	7283
MSTRG.11943		ENST00000590864.2	1613	1770	1336	4846	3020	6355	2374	5323	7552	7974	6922	7240	1176	7135	5404
MSTRG.21695		ENST00000507642.5	2017	1886	1348	4531	2998	4745	2351	4069	5802	6256	5425	5383	874	5247	4041
MSTRG.13147	MSTRG.13147	ENST00000580261.6	1119	1428	1384	7051	3320	11670	2349	9287	11536	12340	12130	11055	2343	12359	9501
MSTRG.27856	MSTRG.27856	MSTRG.27856.5	2985	2472	1268	4212	2863	3668	2345	2310	2921	3300	2499	2419	372	2082	1562
MSTRG.27856	MSTRG.27856	MSTRG.27856.6	2976	2475	1265	4242	2871	3693	2336	2373	2982	3393	2530	2479	379	2080	1570
MSTRG.22048		ENST00000247655.4	1431	1925	1401	4953	2826	6333	2335	5260	7656	8055	6803	7394	1246	6850	5110
MSTRG.3585		ENST00000613865.5	1405	1558	1320	5304	3164	7359	2332	5711	7733	8505	7560	7630	1377	7602	5943
MSTRG.27599		ENST00000497825.5	1467	1762	1425	7005	3460	11522	2331	9270	12067	12914	12028	11664	2304	12126	9257
MSTRG.27599		ENST00000361436.10	1467	1765	1429	7009	3460	11517	2330	9270	12067	12912	12029	11659	2303	12111	9252
MSTRG.27853	MSTRG.27853	ENST00000361739.1	2183	2138	1524	5859	2997	7470	2327	5654	6552	7317	6662	5742	1137	6372	5672
MSTRG.18050		ENST00000215754.8	357	999	1325	1484	2850	5013	2318	5678	8912	9219	6812	3190	243	2049	4656
MSTRG.13147	MSTRG.13147	ENST00000579248.5	1074	1386	1353	7119	3282	11973	2317	9398	11521	12325	12169	11145	2343	12445	9682
MSTRG.153		ENST00000613839.2	345	994	1335	1481	2860	5012	2316	5698	8914	9216	6814	3195	246	2061	4663
MSTRG.3585		ENST00000645440.1	1277	1602	1395	5508	3364	8145	2299	6679	9033	9703	8713	8524	1548	8625	6557
MSTRG.13147	MSTRG.13147	MSTRG.13147.11	1088	1337	1314	6722	3161	11181	2251	8947	11008	11930	11549	10599	2250	11896	9128
MSTRG.11837		ENST00000245857.9	1499	1716	1443	4889	2870	6678	2248	4887	6695	7404	6386	6142	1093	6082	4620
MSTRG.6416	MSTRG.6416	ENST00000348108.8	1115	1841	1392	8663	3475	12954	2236	9682	12271	12413	12382	10986	2494	12329	9279
MSTRG.13147	MSTRG.13147	MSTRG.13147.12	1090	1343	1305	6575	3133	11026	2226	8800	10901	11730	11493	10461	2244	11680	8957
MSTRG.27856	MSTRG.27856	MSTRG.27856.7	2817	2322	1206	4171	2710	3685	2221	2216	2815	3147	2405	2353	375	2035	1512
MSTRG.14258		ENST00000601390.1	1264	1616	1299	5515	3109	7908	2221	5898	7985	9066	7874	7889	1417	7978	6167
MSTRG.13147	MSTRG.13147	ENST00000618619.4	1067	1352	1308	6629	3121	11015	2221	8827	10905	11708	11458	10495	2221	11690	8997
MSTRG.9359		ENST00000330964.10	1318	1684	1313	4966	3065	7203	2205	6564	8861	9615	8709	8483	1687	8665	6473
MSTRG.27856	MSTRG.27856	MSTRG.27856.8	2785	2298	1190	4137	2677	3675	2197	2199	2804	3135	2380	2341	370	2025	1498
MSTRG.13931		ENST00000430157.6	1177	1523	1311	5446	3034	8400	2191	6436	8825	9607	8297	8290	1572	8460	6529
MSTRG.3585		ENST00000464716.6	1226	1558	1347	5204	3194	7762	2182	6278	8488	9222	8215	8037	1433	8064	6107
MSTRG.9359		ENST00000635699.1	1276	1653	1295	4911	3009	7143	2167	6501	8785	9488	8615	8387	1670	8576	6400
MSTRG.19358		ENST00000469605.2	1013	1299	1261	6100	3180	9493	2167	7541	9796	10463	9597	9559	1944	10086	7652
MSTRG.6416	MSTRG.6416	ENST00000550184.5	1073	1766	1349	8513	3312	12751	2164	9484	12022	12291	12232	10832	2440	12114	9091
MSTRG.15542		ENST00000272348.7	1173	1450	1099	5310	2827	6252	2135	4730	6325	6764	6364	6567	1110	6553	5047
MSTRG.1022	MSTRG.1022	ENST00000396651.8	1299	1680	1426	7609	3169	12246	2133	10055	12294	13409	12438	11290	2578	13107	9776
MSTRG.26054	MSTRG.26054	ENST00000521262.5	1275	1465	1223	5084	2927	7537	2109	5548	7324	8116	7209	7206	1326	7060	5526
MSTRG.23649	MSTRG.23649	ENST00000654795.1	1197	1584	1185	4940	2680	6004	2102	533	787	772	795	720	137	716	537
MSTRG.1022	MSTRG.1022	MSTRG.1022.2	1290	1689	1420	7608	3161	12217	2099	10055	12258	13401	12424	11271	2567	13097	9768
MSTRG.1022	MSTRG.1022	MSTRG.1022.3	1323	1693	1429	7616	3180	12236	2092	10039	12257	13432	12458	11266	2574	13098	9754
MSTRG.1022	MSTRG.1022	MSTRG.1022.4	1288	1693	1429	7586	3159	12227	2087	10018	12249	13399	12436	11263	2573	13077	9761
MSTRG.27853	MSTRG.27853	ENST00000362079.2	3297	2187	1393	3654	2889	3129	2055	3226	4414	5307	3974	3795	607	3740	2782
MSTRG.18634		ENST00000396953.6	1460	1564	1230	4371	2849	6164	2054	4942	6752	7565	6605	6520	1105	6383	4938
MSTRG.27855		ENST00000361335.1	2626	2087	1292	3542	2720	3294	2040	2405	3023	3364	2581	2365	440	2284	1805
MSTRG.10588		ENST00000306061.10	823	870	678	4083	2427	4615	2039	613	1005	1005	856	1361	204	1550	1080
MSTRG.10588		ENST00000330439.7	817	866	668	4061	2404	4567	2026	597	988	981	844	1328	202	1531	1062
MSTRG.13931		ENST00000596273.5	1087	1406	1213	4983	2814	7730	2026	5957	8052	8851	7647	7648	1432	7723	5939
MSTRG.26054	MSTRG.26054	ENST00000524349.5	1215	1476	1115	4675	2900	6908	2024	5254	6825	7654	7019	6847	1330	6702	5193
MSTRG.11943		ENST00000593262.1	1406	1501	1104	4175	2531	5340	2021	4470	6367	6665	5870	6091	1013	6074	4589
MSTRG.5486		ENST00000300688.8	1115	1428	1143	4451	2736	6030	2019	4815	6546	7252	6521	6596	1093	6207	4679
MSTRG.11837		ENST00000577407.5	1180	1425	1256	4595	2495	6381	2018	4540	6173	6867	6056	5852	1021	5723	4406
MSTRG.10062		ENST00000409906.9	1260	1709	1117	4173	2605	5259	2005	4603	6513	6818	6548	6519	1020	5852	4627
MSTRG.6416	MSTRG.6416	ENST00000547649.5	1058	1454	1110	6419	2827	9172	1978	6778	8898	9190	8762	7949	1788	8661	6626
MSTRG.1022	MSTRG.1022	ENST00000485390.5	1214	1591	1327	7203	2965	11598	1976	9528	11638	12725	11777	10631	2416	12367	9198
MSTRG.22357		ENST00000378667.1	1176	1389	1051	4063	2449	4847	1976	4388	6082	6468	6073	6097	1022	5576	4380
MSTRG.22357		ENST00000378670.8	1176	1389	1051	4063	2449	4848	1976	4388	6081	6469	6074	6095	1022	5576	4381
MSTRG.22357		ENST00000378665.1	1174	1385	1051	4053	2437	4840	1972	4370	6078	6447	6053	6080	1017	5561	4367
MSTRG.15542		ENST00000454893.1	1051	1307	1003	4922	2568	5711	1972	4334	5768	6203	5780	6047	994	6009	4589
MSTRG.5486		ENST00000534385.2	1072	1392	1122	4368	2676	5918	1971	4709	6401	7107	6388	6484	1074	6088	4590
MSTRG.14559	MSTRG.14559	ENST00000479992.5	1022	1432	1209	7336	2992	13084	1945	8152	9788	10782	10674	9650	2144	10691	8542
MSTRG.5486		ENST00000529790.5	1055	1378	1083	4346	2659	5808	1940	4657	6314	7001	6304	6355	1067	6016	4518
MSTRG.27851		ENST00000361624.2	2045	2071	1112	2723	2478	2726	1920	2791	3451	4390	3088	2667	452	3019	2040
MSTRG.27856	MSTRG.27856	ENST00000361789.2	2312	1948	1077	3776	2307	3282	1895	1769	2269	2524	1936	2004	333	1844	1325
MSTRG.24668		ENST00000677107.1	778	1822	1266	10332	3718	18859	1882	12175	14956	15861	14763	14300	3493	16569	12579
MSTRG.24668		ENST00000468812.6	777	1823	1255	10329	3709	18809	1874	12155	14916	15813	14773	14261	3496	16529	12584
MSTRG.24668		ENST00000355968.10	743	1829	1250	10341	3719	18857	1871	12225	14983	15819	14781	14283	3506	16590	12581
MSTRG.24668		ENST00000489459.5	757	1785	1241	10296	3722	18908	1861	12212	14990	15843	14805	14310	3491	16594	12598
MSTRG.22357		ENST00000498309.1	1109	1319	981	3871	2326	4623	1856	4174	5795	6126	5760	5786	971	5298	4165
MSTRG.4716		ENST00000545210.5	1042	1438	1046	3885	2397	4828	1855	3614	5029	5138	4959	4897	745	4491	3464
MSTRG.4716		ENST00000541893.5	1036	1432	1037	3851	2379	4792	1839	3600	5009	5115	4944	4877	744	4467	3449
MSTRG.27855		ENST00000361381.2	2408	1884	1186	3239	2447	2960	1839	2231	2800	3138	2364	2171	398	2095	1651
MSTRG.5486		ENST00000688882.1	982	1317	1042	4053	2485	5479	1837	4385	5977	6569	5964	6043	993	5671	4262
MSTRG.4716		ENST00000543510.1	1028	1427	1035	3843	2364	4777	1829	3583	5003	5104	4933	4857	742	4458	3442
MSTRG.4716		ENST00000537328.6	1033	1431	1040	3847	2372	4776	1829	3592	5008	5110	4937	4863	741	4462	3442
MSTRG.4716		ENST00000257262.12	1033	1427	1039	3840	2365	4764	1828	3585	5002	5101	4926	4853	740	4456	3430
MSTRG.5486		ENST00000686391.1	976	1268	1030	3997	2415	5381	1798	4272	5858	6443	5806	5882	979	5489	4192
MSTRG.6416	MSTRG.6416	ENST00000293422.9	956	1307	992	6009	2608	8636	1790	6428	8370	8636	8228	7477	1720	8164	6285
MSTRG.23573		ENST00000459637.2	919	1189	886	3840	2427	5196	1764	4295	5617	6270	5792	5529	945	5515	4132
MSTRG.23573		ENST00000509698.6	916	1185	884	3830	2416	5172	1759	4284	5598	6252	5772	5506	943	5492	4121
MSTRG.23573		ENST00000370089.6	917	1188	885	3840	2422	5176	1759	4280	5604	6255	5775	5510	948	5510	4120
MSTRG.23573		ENST00000370081.6	918	1188	884	3838	2421	5175	1759	4280	5604	6257	5776	5507	946	5509	4118
MSTRG.23573		ENST00000684430.2	918	1186	886	3831	2418	5168	1756	4279	5592	6248	5772	5504	943	5493	4116
MSTRG.23649	MSTRG.23649	ENST00000664198.1	949	1326	992	4192	2294	5116	1755	459	659	636	688	615	117	590	461
MSTRG.28710		ENST00000369817.7	788	1718	1153	7260	3206	14381	1754	10131	11996	13255	12704	11379	2782	13103	10719
MSTRG.24435		ENST00000372879.8	1190	1352	1113	4012	2295	4789	1750	5069	7048	7444	6641	6873	1105	6350	4814
MSTRG.24435		ENST00000358435.9	1191	1352	1113	4011	2295	4791	1748	5075	7045	7449	6642	6878	1104	6351	4814
MSTRG.28710		ENST00000344746.8	816	1705	1151	7296	3230	14532	1737	10167	11997	13288	12700	11386	2789	13130	10747
MSTRG.28710		ENST00000436473.5	779	1704	1143	7248	3187	14342	1737	10122	11928	13206	12658	11325	2782	13091	10679
MSTRG.23280	MSTRG.23280	ENST00000648437.1	1074	1195	1074	4781	2517	7617	1712	5565	7796	8064	7191	6867	1465	7589	5945
MSTRG.13399	MSTRG.13399	ENST00000591899.8	391	988	982	1997	2129	3833	1710	3974	6030	6083	5046	3969	336	2959	3401
MSTRG.13399	MSTRG.13399	ENST00000589880.1	389	980	971	1966	2109	3774	1702	3932	5963	6030	4995	3944	331	2925	3364
MSTRG.8670		ENST00000553514.5	1178	1343	990	3359	2147	3531	1698	3478	4864	5038	4852	4947	753	4673	3344
MSTRG.13399	MSTRG.13399	ENST00000593029.1	388	977	968	1962	2102	3770	1692	3927	5946	6022	4979	3937	331	2915	3353
MSTRG.23649	MSTRG.23649	ENST00000414002.6	949	1299	950	3970	2169	4861	1686	337	553	504	533	465	99	474	319
MSTRG.11849		ENST00000225430.9	754	1327	1135	6491	2505	10876	1683	8355	10441	10934	10411	9917	2203	11060	8792
MSTRG.8670		ENST00000617122.1	1157	1318	979	3301	2115	3468	1673	3389	4766	4902	4752	4841	732	4557	3271
MSTRG.8670		ENST00000605997.6	1157	1319	979	3302	2115	3468	1673	3390	4766	4902	4752	4839	732	4557	3271
MSTRG.22386	MSTRG.22386	ENST00000353411.11	847	1451	1019	3159	1745	3627	1650	3244	5335	4913	4919	3603	745	3901	3575
MSTRG.22386	MSTRG.22386	ENST00000522552.5	830	1442	1014	3133	1728	3596	1643	3216	5296	4884	4899	3592	735	3885	3558
MSTRG.21008		ENST00000394665.5	1103	1190	942	13736	8816	18373	1625	15400	20122	22212	21085	20290	3430	19970	14776
MSTRG.23649	MSTRG.23649	ENST00000623001.4	882	1215	919	3818	2113	4680	1604	418	596	588	634	566	109	519	426
MSTRG.23280	MSTRG.23280	ENST00000344700.8	823	1040	988	4600	2307	7509	1597	5452	7563	7813	7020	6727	1439	7463	5817
MSTRG.21008		ENST00000394667.8	1080	1173	928	13232	8525	17648	1593	14714	19255	21240	20176	19329	3250	18994	14066
MSTRG.21008		ENST00000502534.5	1072	1173	926	13223	8519	17644	1591	14706	19241	21230	20170	19323	3248	18986	14056
MSTRG.27842		ENST00000361390.2	2131	1616	959	2890	1919	2544	1591	2526	3491	3617	3164	3043	482	2754	1956
MSTRG.11849		ENST00000577741.2	699	1226	1071	6169	2337	10409	1589	7933	9891	10355	9861	9472	2125	10487	8341
MSTRG.13579	MSTRG.13579	ENST00000594797.6	1044	1196	946	3130	1876	3392	1586	2438	3562	3791	3460	3636	551	3328	2306
MSTRG.13579	MSTRG.13579	ENST00000698397.1	1044	1197	940	3130	1880	3398	1582	2444	3551	3778	3457	3660	549	3338	2306
MSTRG.24982		ENST00000248566.4	894	1267	938	3530	2045	4460	1573	3838	5223	5577	5250	5239	962	5061	3669
MSTRG.11849		ENST00000679038.1	720	1256	1079	6190	2362	10414	1572	7952	9948	10410	9901	9498	2091	10519	8413
MSTRG.27910		ENST00000380633.1	1675	1365	1132	2796	2235	3057	1553	2055	2731	3006	2587	2643	506	2930	2161
MSTRG.27910		ENST00000380635.5	1674	1365	1133	2798	2236	3065	1551	2055	2728	3008	2588	2648	506	2941	2157
MSTRG.148		ENST00000632799.1	1033	1129	894	3140	1867	4059	1541	3343	4558	5008	4389	4188	681	4125	3284
MSTRG.22386	MSTRG.22386	ENST00000521216.5	759	1303	904	2453	1429	2211	1537	2108	4012	3492	3431	2473	408	2570	2546
MSTRG.22386	MSTRG.22386	MSTRG.22386.2	721	1300	898	2424	1451	2173	1532	2096	3956	3526	3474	2519	382	2552	2532
MSTRG.15355		ENST00000404735.1	932	1073	916	15608	7805	23152	1532	17415	23165	24384	22916	22258	4324	23271	17476
MSTRG.24700		ENST00000415949.5	987	1096	795	3472	2031	4180	1527	3626	4859	5105	4922	4557	752	4469	3447
MSTRG.24700		ENST00000352861.9	987	1096	795	3465	2029	4179	1526	3624	4857	5098	4915	4554	752	4466	3444
MSTRG.24700		ENST00000395535.7	987	1095	795	3465	2028	4178	1526	3624	4858	5098	4915	4554	752	4466	3444
MSTRG.13636		ENST00000358666.7	890	1154	935	3237	1976	4093	1524	3598	4971	4924	4769	4675	748	4328	3314
MSTRG.24700		ENST00000450622.1	984	1090	788	3456	2023	4157	1522	3615	4831	5084	4888	4545	751	4443	3437
MSTRG.28535		ENST00000371437.5	1005	1189	907	3247	1929	3884	1512	3540	4795	5189	4729	4397	794	4281	3217
MSTRG.11849		ENST00000678012.1	716	1178	1031	5915	2263	9903	1506	7601	9484	9916	9463	9072	1988	10034	7986
MSTRG.11849		ENST00000678609.1	694	1167	1050	5929	2257	9996	1505	7606	9512	9957	9467	9120	2005	10097	8036
MSTRG.23280	MSTRG.23280	ENST00000644700.1	734	969	920	4403	2154	7272	1504	5240	7236	7539	6744	6498	1395	7244	5629
MSTRG.17504		ENST00000450116.6	1296	1150	935	2808	1852	3126	1483	2550	3531	3864	3274	3353	510	3324	2459
MSTRG.22386	MSTRG.22386	ENST00000328392.10	676	1262	859	2319	1366	2006	1483	1951	3776	3309	3269	2338	359	2391	2421
MSTRG.15355		ENST00000272317.11	904	1046	883	14554	7462	21693	1480	16265	21662	22870	21410	20876	4044	21690	16221
MSTRG.244		ENST00000414273.1	1733	1658	875	1865	1879	1509	1474	2285	2869	3778	2570	2219	340	2448	1606
MSTRG.28710		ENST00000485196.5	711	1440	969	6021	2691	12040	1470	8475	9975	11028	10542	9584	2329	10923	9033
MSTRG.7470		ENST00000530705.6	1541	1409	901	3724	1972	5503	1462	3811	5624	5837	4253	3831	1185	4779	3677
MSTRG.8843	MSTRG.8843	ENST00000286953.8	808	1110	800	3241	1737	3926	1461	3211	4445	4625	4401	4271	760	3983	2992
MSTRG.8843	MSTRG.8843	ENST00000414262.6	802	1103	797	3221	1727	3899	1459	3188	4416	4601	4362	4237	762	3943	2979
MSTRG.8843	MSTRG.8843	ENST00000555030.5	800	1101	800	3228	1728	3901	1457	3170	4403	4574	4336	4226	748	3940	2971
MSTRG.5101	MSTRG.5101	ENST00000531188.6	890	1374	945	5134	2570	9599	1438	7639	9505	10612	9538	8956	2060	10209	8061
MSTRG.13636		ENST00000586895.6	863	1083	892	3044	1818	3764	1438	3325	4577	4534	4408	4375	692	4021	3005
MSTRG.13931		ENST00000595683.5	865	1015	866	3610	1988	5409	1430	4070	5784	6269	5398	5456	1030	5608	4283
MSTRG.25499		ENST00000365484.1	1287	1149	730	799	768	428	1425	300	568	834	409	396	89	471	242
MSTRG.16609		ENST00000487233.1	1548	1265	1032	2712	1952	3166	1422	2594	3774	4180	3521	3565	572	3258	2624
MSTRG.15355		ENST00000402285.7	849	989	829	13826	7134	20628	1394	15437	20621	21747	20263	19809	3852	20556	15342
MSTRG.28710		ENST00000467168.5	578	1386	947	6460	2750	12996	1388	9243	10806	12010	11516	10397	2575	11924	9690
MSTRG.13147	MSTRG.13147	MSTRG.13147.8	438	724	734	4211	1917	7326	1383	5750	7046	7670	7517	6908	1479	7641	5949
MSTRG.8843	MSTRG.8843	ENST00000557040.5	758	1037	751	2923	1618	3429	1376	2812	3939	4122	3888	3836	667	3522	2616
MSTRG.26364		ENST00000522934.5	797	986	806	3074	1710	3816	1372	3743	4962	5082	4923	4759	826	4741	3374
MSTRG.23280	MSTRG.23280	ENST00000644393.1	610	872	832	4087	1977	6784	1370	4891	6708	6989	6285	6055	1274	6763	5257
MSTRG.8843	MSTRG.8843	ENST00000553430.5	757	1034	745	2916	1602	3415	1370	2809	3928	4096	3880	3810	663	3501	2603
MSTRG.26364		ENST00000520468.7	796	989	816	3080	1720	3837	1367	3737	4974	5104	4934	4758	829	4745	3385
MSTRG.26364		ENST00000520517.5	798	987	811	3076	1728	3829	1363	3733	4975	5084	4921	4746	833	4728	3388
MSTRG.22386	MSTRG.22386	ENST00000523966.5	632	1136	784	2205	1270	2001	1361	1932	3572	3092	3129	2248	365	2295	2261
MSTRG.14877		ENST00000645674.2	619	863	856	4900	2014	8343	1354	6035	7615	8216	8001	7026	1571	8395	6598
