Gene_ID,HUVEC_low1,HUVEC_low2,HUVEC_low3,HUVEC_high1,HUVEC_high2,HUVEC_high3,HUVEC_high4,HUAEC_low1,HUAEC_low2,HUAEC_low3,HUAEC_low4,HUAEC_high1,HUAEC_high2,HUAEC_high3,HUAEC_high4
ENSG00000024422,65,47,36,49,39,46,36,44,93,99,77,46,3,35,55
ENSG00000024526,20,13,12,14,17,34,13,3,34,10,10,12,0,10,16
ENSG00000024862,2,3,3,6,8,4,0,4,10,4,4,5,1,6,6
ENSG00000025156,4,1,1,6,4,6,6,4,1,8,6,4,0,0,0
ENSG00000025293,13,15,7,53,47,71,29,32,68,59,64,54,14,54,38
ENSG00000025423,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000025434,1,10,0,0,0,0,0,8,2,8,18,4,6,1,0
ENSG00000025708,11,1,1,11,0,0,0,1,11,17,0,1,0,0,0
ENSG00000025770,27,16,8,40,38,27,15,16,6,57,17,59,0,5,20
ENSG00000025772,17,12,8,20,21,22,20,24,42,46,30,29,1,43,22
ENSG00000025796,26,14,6,23,29,18,17,29,41,39,24,15,0,32,12
ENSG00000025800,18,10,6,23,11,9,9,8,19,11,10,15,2,15,9
ENSG00000026025,3430,2675,1851,3410,3159,2917,2528,3498,5373,5502,4079,3461,634,3863,3072
ENSG00000026036,0,0,0,18,2,12,0,0,3,9,3,0,0,0,0
ENSG00000026103,8,6,9,7,4,4,13,18,2,5,1,0,1,0,1
ENSG00000026297,8,21,10,1,1,28,1,17,47,24,30,22,7,53,33
ENSG00000026508,55,63,30,75,54,74,39,345,418,680,407,375,66,305,237
ENSG00000026559,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000026652,5,4,0,7,6,3,11,5,16,8,19,4,0,16,9
ENSG00000026950,1,2,10,17,1,20,0,0,0,23,10,1,0,15,0
ENSG00000027001,8,12,0,14,0,9,9,2,6,1,1,0,0,0,6
ENSG00000027075,28,15,19,29,17,18,8,18,34,20,24,20,1,28,26
ENSG00000027697,24,18,0,88,46,42,14,41,18,60,118,48,0,84,56
ENSG00000027847,37,1,1,12,9,16,15,21,15,21,18,15,0,45,9
ENSG00000028116,8,13,11,43,20,51,20,29,13,23,17,8,0,19,4
ENSG00000028137,26,18,10,4,27,26,6,20,24,36,18,34,4,20,30
ENSG00000028203,42,75,21,71,32,68,87,28,78,155,56,57,8,19,3
ENSG00000028277,0,0,4,6,9,1,8,0,6,1,0,1,1,0,1
ENSG00000028310,32,25,1,60,32,21,34,12,44,1,23,1,0,23,46
ENSG00000028528,12,12,33,38,44,33,31,39,62,42,33,30,6,42,48
ENSG00000028839,15,24,6,1,25,20,9,17,27,27,30,6,8,12,9
ENSG00000029153,24,29,24,54,12,24,17,24,108,54,36,67,1,54,30
ENSG00000029363,51,39,59,103,49,91,126,51,269,160,135,50,21,18,30
ENSG00000029364,16,28,6,48,16,9,36,36,41,52,28,12,0,30,12
ENSG00000029534,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000029639,7,10,1,25,15,14,14,14,12,12,27,18,5,11,21
ENSG00000029725,7,14,3,4,4,5,5,4,14,5,9,2,0,0,1
ENSG00000029993,168,178,168,697,343,694,267,342,425,498,397,373,45,426,307
ENSG00000030066,6,19,7,8,11,25,17,4,14,1,17,1,1,8,5
ENSG00000030110,8,6,1,14,24,12,24,16,14,16,18,14,0,22,18
ENSG00000030419,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000030582,146,103,64,168,168,162,79,167,234,447,191,180,48,225,108
ENSG00000031003,1,0,0,2,0,8,1,0,0,0,8,4,0,0,8
ENSG00000031081,8,6,7,15,6,9,6,8,16,23,9,20,3,10,9
ENSG00000031691,0,1,0,2,0,3,1,1,7,1,2,3,0,0,0
ENSG00000031698,92,46,39,128,101,170,75,114,141,212,117,87,15,110,99
ENSG00000031823,84,31,56,59,68,69,24,19,131,63,108,55,4,48,29
ENSG00000032219,1,8,1,1,0,0,1,0,15,25,1,10,0,0,10
ENSG00000032389,23,13,12,41,15,23,18,9,40,24,14,22,0,21,15
ENSG00000032444,34,0,26,22,24,41,7,28,17,41,14,3,1,27,12
ENSG00000032742,18,8,8,22,12,32,21,23,35,17,36,13,5,33,24
ENSG00000033011,53,30,7,11,32,20,43,17,36,49,60,34,9,19,39
ENSG00000033030,12,9,8,36,9,16,7,9,1,33,5,5,0,1,7
ENSG00000033050,30,18,7,33,22,24,16,15,27,25,13,16,6,19,18
ENSG00000033100,83,32,24,42,84,55,52,65,104,80,78,55,16,48,36
ENSG00000033122,0,0,1,0,12,2,0,1,3,3,2,7,0,1,0
ENSG00000033170,30,1,14,10,12,4,18,18,16,30,4,7,1,6,0
ENSG00000033178,6,7,8,13,5,11,7,2,12,8,3,6,0,5,9
ENSG00000033327,18,6,6,12,6,4,16,24,24,6,18,12,0,14,12
ENSG00000033627,28,7,12,58,48,79,47,53,31,108,67,53,15,67,44
ENSG00000033800,9,15,3,8,11,11,7,9,16,21,38,13,0,12,3
ENSG00000033867,12,8,8,0,12,38,8,1,1,1,1,1,0,8,1
ENSG00000034053,10,6,2,2,0,0,0,18,0,6,1,2,1,0,7
ENSG00000034152,40,70,40,105,80,15,30,70,87,115,45,55,10,55,79
ENSG00000034510,16006,22970,16716,74556,41445,100141,32352,72140,101621,106815,99373,99563,17570,98154,73661
ENSG00000034533,1,0,0,14,6,6,0,0,0,0,1,0,0,1,1
ENSG00000034677,15,0,6,10,11,8,0,12,8,7,4,8,1,10,7
ENSG00000034693,6,3,0,9,6,11,5,5,15,6,4,2,1,14,0
ENSG00000034713,57,45,65,204,124,300,68,241,338,306,285,267,104,309,238
ENSG00000034971,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000035115,0,0,0,1,0,0,12,0,1,17,10,8,0,2,5
ENSG00000035141,190,212,203,473,309,663,235,423,758,801,696,679,127,694,549
ENSG00000035403,81,64,36,103,39,105,51,61,75,82,98,72,10,105,55
ENSG00000035499,7,3,2,3,7,3,3,3,2,1,0,4,0,0,0
ENSG00000035664,6,0,0,2,2,1,0,15,1,1,0,0,0,0,6
ENSG00000035681,9,4,3,6,8,10,13,12,21,17,19,1,0,3,6
ENSG00000035687,20,15,7,19,17,11,17,12,26,19,18,12,4,12,7
ENSG00000035862,239,202,128,160,193,223,136,183,365,403,201,149,25,201,97
ENSG00000035928,26,17,28,35,15,44,28,18,47,45,46,31,1,18,19
ENSG00000036054,8,22,26,26,33,12,20,4,36,47,22,0,1,30,14
ENSG00000036257,98,79,31,91,29,48,51,32,57,48,58,94,14,42,46
ENSG00000036448,0,0,1,0,0,0,0,0,0,1,1,9,0,0,0
ENSG00000036530,0,0,1,1,0,0,1,1,0,0,0,1,1,1,0
ENSG00000036549,12,2,16,26,17,24,7,7,2,66,22,5,1,8,33
ENSG00000036672,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000036828,1,0,4,2,1,0,0,1,1,0,1,0,0,0,1
ENSG00000037042,0,0,1,0,0,1,0,0,14,1,0,8,0,1,0
ENSG00000037241,237,184,180,833,346,1255,254,866,1120,1163,1210,1158,249,1368,1162
ENSG00000037280,0,3,0,1,3,5,0,3,0,1,0,2,0,2,0
ENSG00000037474,21,40,18,21,15,15,13,35,20,39,37,12,0,21,9
ENSG00000037637,6,1,0,5,3,7,1,11,9,13,6,4,0,3,1
ENSG00000037749,1,6,0,10,6,6,1,19,24,27,18,31,0,27,6
ENSG00000037757,10,10,12,18,30,14,5,12,12,22,22,17,4,10,16
ENSG00000037897,36,10,19,28,45,18,11,24,20,40,36,25,1,17,23
ENSG00000038002,2,3,1,1,6,6,4,0,16,1,4,9,3,11,20
ENSG00000038210,1,3,1,4,9,7,0,3,10,4,5,4,0,5,3
ENSG00000038219,1,1,3,2,0,1,4,10,0,7,0,2,0,1,0
ENSG00000038274,85,84,30,159,62,97,90,122,174,214,96,96,14,83,36
ENSG00000038295,0,0,0,0,0,1,0,1,1,2,0,2,0,0,0
ENSG00000038358,30,43,41,35,34,36,15,39,22,45,26,1,8,16,26
ENSG00000038382,71,11,4,18,40,27,21,9,16,24,20,17,6,13,7
ENSG00000038532,1,6,3,13,6,7,1,6,0,6,6,6,0,8,0
ENSG00000038945,0,0,0,0,0,0,0,0,0,1,1,0,1,2,1
ENSG00000039123,38,12,6,14,22,16,17,25,52,31,28,42,1,48,23
ENSG00000039139,0,0,0,0,4,0,1,0,0,1,0,0,0,0,0
ENSG00000039319,8,30,1,28,25,13,20,6,20,50,28,0,0,0,0
ENSG00000039523,83,36,31,36,115,89,31,85,131,150,84,131,25,74,66
ENSG00000039560,90,46,25,99,67,66,49,67,51,63,46,35,3,21,41
ENSG00000039650,36,33,0,15,21,20,34,32,23,14,16,1,23,15,38
ENSG00000040199,0,0,1,4,0,11,5,0,4,6,0,2,1,4,0
ENSG00000040275,131,109,67,142,146,104,120,45,75,76,126,52,8,77,5
ENSG00000040341,34,38,0,24,23,33,33,25,19,31,43,31,1,23,18
ENSG00000040487,4,8,11,0,20,17,0,14,8,20,29,17,0,8,0
ENSG00000040531,1,24,36,35,29,28,33,40,18,33,20,26,7,8,15
ENSG00000040608,6,0,0,0,6,0,0,0,0,0,9,0,0,0,0
ENSG00000040633,63,37,23,54,41,73,38,36,49,98,42,61,7,62,54
ENSG00000040933,1,8,4,1,4,4,6,12,6,20,14,0,0,4,4
ENSG00000041357,330,312,181,572,485,523,148,374,530,651,494,301,136,406,442
ENSG00000041802,9,5,4,6,10,20,5,6,15,18,19,5,0,10,5
ENSG00000041880,0,0,12,0,0,4,0,1,0,0,0,1,0,0,0
ENSG00000041982,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
ENSG00000041988,15,24,6,20,22,25,36,31,43,15,22,20,10,9,20
ENSG00000042088,6,20,16,11,9,42,29,25,22,11,39,30,5,50,9
ENSG00000042286,8,4,4,1,10,8,6,10,38,34,15,4,0,1,12
ENSG00000042317,1,10,1,1,15,1,10,0,1,25,0,3,0,0,1
ENSG00000042429,1,40,1,12,13,9,10,8,31,13,19,14,0,1,1
ENSG00000042445,17,8,10,10,52,20,23,18,14,12,22,12,1,9,12
ENSG00000042493,52,91,25,116,60,113,29,12,3,31,18,10,3,33,6
ENSG00000042753,259,160,101,271,279,322,170,385,587,482,419,279,47,321,298
ENSG00000042832,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000043093,9,9,6,12,21,12,24,0,6,26,36,29,6,16,11
ENSG00000043143,8,4,0,16,4,19,15,1,1,14,10,0,0,0,1
ENSG00000043462,0,0,0,0,0,0,0,2,12,1,14,7,0,4,0
ENSG00000043514,30,1,3,6,0,1,1,0,12,1,48,12,1,23,12
ENSG00000043591,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0
ENSG00000044090,0,10,4,32,23,19,1,27,30,20,27,17,1,41,1
ENSG00000044115,248,188,167,293,170,257,188,358,579,486,445,316,32,264,241
ENSG00000044446,1,0,0,1,0,2,1,1,0,0,1,0,0,0,1
ENSG00000044459,1,0,2,1,2,2,3,0,13,5,3,1,0,0,1
ENSG00000044574,1640,1174,941,1528,1416,1089,1118,1289,2046,2094,1900,1332,251,1361,1077
ENSG00000046604,0,0,2,1,1,0,0,1,0,0,0,0,0,0,0
ENSG00000046647,6,1,12,18,12,41,15,22,17,45,20,21,4,49,28
ENSG00000046651,20,0,0,1,3,26,21,0,0,1,0,1,0,16,0
ENSG00000046653,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
ENSG00000046889,15,6,7,14,13,12,11,9,27,75,22,25,5,12,13
ENSG00000047056,0,0,17,0,36,9,16,18,21,3,11,24,0,7,9
ENSG00000047188,14,8,1,14,6,6,4,1,4,8,6,0,6,14,8
ENSG00000047230,7,7,8,15,4,1,16,6,20,29,1,4,1,20,2
ENSG00000047249,103,50,49,47,66,83,38,85,164,243,108,40,11,56,106
ENSG00000047315,95,76,77,127,117,99,82,99,145,189,137,61,0,131,104
ENSG00000047346,20,8,1,1,9,1,1,12,8,0,1,8,0,0,8
ENSG00000047365,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000047410,14,8,2,16,8,16,7,5,9,19,15,7,1,25,10
ENSG00000047578,11,4,2,6,5,25,5,15,9,4,11,17,1,14,4
ENSG00000047579,36,14,10,54,25,19,30,30,22,0,25,11,0,41,26
ENSG00000047617,6,1,0,0,0,0,1,0,1,6,19,21,0,1,0
ENSG00000047621,4,1,2,8,12,8,4,5,4,0,1,0,0,4,1
ENSG00000047634,1,1,10,0,15,20,0,10,15,1,10,1,1,10,0
ENSG00000047644,6,12,12,13,4,10,4,8,5,11,6,9,0,7,5
ENSG00000047648,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000047662,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
ENSG00000047849,303,148,170,246,260,212,211,233,305,320,229,205,74,104,150
ENSG00000047932,11,1,9,29,15,21,15,12,26,15,6,9,0,9,6
ENSG00000048028,16,4,4,0,10,12,13,7,29,13,10,14,1,10,4
ENSG00000048052,0,0,0,0,1,8,0,0,1,2,1,0,0,2,17
ENSG00000048140,118,110,65,63,85,89,65,58,132,80,65,39,25,88,84
ENSG00000048162,36,41,49,180,57,287,77,264,342,440,413,289,57,396,314
ENSG00000048342,1,13,1,14,26,30,25,2,41,11,15,11,1,6,1
ENSG00000048392,2,3,8,11,2,7,1,11,10,9,11,0,2,1,3
ENSG00000048405,0,0,1,3,4,7,0,1,10,12,11,15,0,7,9
ENSG00000048471,0,1,0,1,0,0,1,1,2,1,0,2,0,0,0
ENSG00000048544,11,7,5,55,22,70,16,63,57,74,69,69,17,75,51
ENSG00000048649,8,7,3,1,13,6,4,5,14,15,5,7,1,8,6
ENSG00000048707,38,4,42,24,36,26,22,11,18,32,42,24,1,24,48
ENSG00000048740,0,7,1,23,9,25,1,0,1,0,2,2,0,8,20
ENSG00000048828,53,48,18,43,48,24,16,36,49,84,55,24,1,32,32
ENSG00000048991,20,35,6,60,52,9,19,44,23,38,25,10,0,27,20
ENSG00000049130,16,20,0,1,34,13,34,20,30,93,10,16,13,16,14
ENSG00000049167,11,0,1,6,28,17,0,13,10,13,51,45,3,4,6
ENSG00000049192,2,8,0,13,17,13,0,1,1,8,8,4,4,2,6
ENSG00000049239,10,4,8,10,0,16,3,8,13,4,2,6,0,1,0
ENSG00000049245,68,57,61,93,95,76,81,91,153,161,127,73,19,119,93
ENSG00000049246,2,0,0,0,0,0,1,0,0,1,0,1,0,0,0
ENSG00000049283,0,0,0,0,0,1,0,15,0,0,0,0,0,0,0
ENSG00000049323,45,20,20,59,20,40,25,10,25,42,15,10,11,25,0
ENSG00000049449,398,333,194,309,430,233,391,172,419,312,264,161,37,213,128
ENSG00000049540,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
ENSG00000049541,27,37,21,45,50,47,9,26,31,74,31,23,1,32,17
ENSG00000049618,81,44,28,61,46,22,33,15,71,101,21,47,10,54,39
ENSG00000049656,98,84,49,58,101,60,46,106,104,160,95,83,0,94,56
ENSG00000049759,19,8,0,32,46,23,16,40,17,15,16,4,1,23,8
ENSG00000049768,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
ENSG00000049769,0,0,0,0,1,1,1,0,3,0,1,3,0,0,0
ENSG00000049860,124,70,72,103,147,115,142,86,203,164,217,160,14,123,70
ENSG00000049883,0,1,22,18,1,10,4,0,14,1,4,1,0,0,12
ENSG00000050130,47,24,21,33,37,52,28,53,103,60,1,17,8,46,25
ENSG00000050165,40,43,28,65,32,16,30,36,106,60,60,44,2,62,50
ENSG00000050344,8,11,10,40,15,17,16,6,13,42,16,27,0,25,26
ENSG00000050393,18,6,0,32,14,3,6,12,22,20,8,7,0,22,7
ENSG00000050405,93,126,63,106,119,88,94,174,320,211,206,173,32,130,120
ENSG00000050426,13,9,8,28,18,12,20,27,3,0,18,0,3,19,14
ENSG00000050438,0,9,0,4,0,0,0,4,0,0,0,1,0,0,0
ENSG00000050628,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000050748,45,8,1,28,16,44,8,20,52,24,40,16,0,28,24
ENSG00000050820,210,47,104,103,120,64,135,201,134,183,150,148,30,158,118
ENSG00000051009,15,12,1,1,9,9,6,6,12,16,1,1,0,12,1
ENSG00000051108,71,39,25,54,44,61,43,65,79,47,88,36,11,73,45
ENSG00000051128,225,54,85,85,113,65,43,67,88,165,94,64,0,71,30
ENSG00000051180,24,48,1,24,12,27,48,1,60,79,48,11,0,24,24
ENSG00000051341,0,3,1,0,4,0,3,0,2,1,1,0,0,2,0
ENSG00000051382,4,9,0,15,12,10,8,0,1,5,0,0,0,1,1
ENSG00000051523,72,42,3,68,38,78,41,67,133,207,233,123,14,80,72
ENSG00000051596,21,2,8,10,29,17,4,6,12,6,6,13,0,2,5
ENSG00000051620,84,70,69,92,103,86,103,49,56,60,72,55,3,32,49
ENSG00000051825,3,1,1,4,6,9,15,7,9,0,29,1,0,0,21
ENSG00000052126,0,2,0,0,0,10,0,0,0,8,0,4,0,0,4
ENSG00000052723,20,30,45,37,67,81,38,70,90,150,73,68,2,51,62
ENSG00000052749,15,10,1,20,15,27,15,25,22,15,77,10,1,19,2
ENSG00000052795,2,3,0,3,3,0,2,1,1,0,1,0,1,2,0
ENSG00000052802,132,93,68,95,108,121,90,145,229,253,208,101,37,134,106
ENSG00000052841,23,0,0,27,19,17,16,14,32,24,40,3,1,21,6
ENSG00000053108,0,0,1,0,0,0,1,0,3,0,0,0,0,0,1
ENSG00000053254,16,16,9,26,18,1,6,15,14,8,11,6,4,8,0
ENSG00000053328,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
ENSG00000053371,21,6,7,13,7,11,6,13,24,33,20,8,2,18,15
ENSG00000053372,31,37,22,112,53,103,47,62,112,154,82,108,17,98,67
ENSG00000053438,52,92,36,240,96,216,76,0,1,0,0,0,0,0,0
ENSG00000053501,19,9,17,60,22,85,8,59,100,62,84,59,21,74,66
ENSG00000053524,0,0,2,0,0,0,1,1,0,0,0,0,0,6,0
ENSG00000053747,0,0,0,6,0,0,2,0,0,2,0,0,0,0,0
ENSG00000053770,6,7,9,15,11,13,2,33,7,19,4,4,1,22,19
ENSG00000053900,15,12,1,1,1,14,1,1,1,3,25,5,0,0,3
ENSG00000053918,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000054116,104,110,65,155,196,118,86,80,183,205,153,154,11,90,145
ENSG00000054118,67,53,44,68,88,99,81,57,97,125,88,83,26,81,76
ENSG00000054148,865,1068,921,4398,2104,6442,1291,4800,6084,6828,6845,6243,1153,6671,4420
ENSG00000054219,4,4,0,4,3,4,2,0,1,4,2,2,0,1,2
ENSG00000054267,31,30,4,27,18,26,24,18,59,40,28,6,3,32,12
ENSG00000054277,1,1,0,3,12,13,6,6,19,17,6,2,0,15,15
ENSG00000054282,7,8,5,16,15,12,12,17,14,20,17,12,1,12,15
ENSG00000054356,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000054392,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000054523,9,11,11,12,21,16,19,22,24,26,13,11,0,2,13
ENSG00000054598,3,12,11,15,6,13,13,8,7,6,11,16,2,6,9
ENSG00000054611,17,0,1,18,34,12,10,36,80,66,78,1,0,18,18
ENSG00000054654,17,11,6,36,13,0,7,0,0,11,0,0,0,1,0
ENSG00000054690,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000054793,18,6,1,20,18,10,4,8,10,10,16,8,1,0,0
ENSG00000054938,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
ENSG00000054965,10,8,14,1,4,8,1,4,13,7,15,5,1,4,11
ENSG00000054967,1,0,1,2,16,0,0,1,0,12,0,1,0,0,0
ENSG00000054983,2,0,3,2,1,1,0,1,4,4,1,1,0,0,1
ENSG00000055044,42,32,35,48,33,76,36,40,28,78,42,35,1,30,30
ENSG00000055070,96,63,47,117,110,179,85,150,189,289,177,120,23,127,74
ENSG00000055130,90,14,9,66,41,15,26,42,96,21,42,66,1,66,22
ENSG00000055147,10,1,5,6,9,12,1,9,9,16,23,2,0,32,0
ENSG00000055163,18,10,3,17,23,30,0,17,85,90,24,24,0,31,8
ENSG00000055208,40,12,1,16,52,30,33,56,32,28,24,36,8,32,52
ENSG00000055211,10,8,6,20,6,16,20,42,23,26,40,10,4,8,4
ENSG00000055332,54,30,5,47,32,60,86,30,35,105,33,64,24,52,40
ENSG00000055483,33,0,12,34,45,29,9,32,59,42,17,13,0,3,16
ENSG00000055609,8,19,0,6,17,27,15,40,9,31,41,0,0,1,1
ENSG00000055813,2,2,0,1,2,1,0,6,1,3,2,1,0,1,5
ENSG00000055917,41,19,16,62,42,34,9,19,39,53,23,17,0,25,30
ENSG00000055950,116,74,48,209,117,313,34,310,387,447,337,330,71,377,246
ENSG00000056050,14,15,11,29,23,45,16,29,23,39,27,9,5,29,8
ENSG00000056097,19,17,11,8,7,21,8,24,12,26,15,25,1,16,6
ENSG00000056277,0,0,0,0,1,0,7,1,3,0,0,0,0,0,0
ENSG00000056291,0,0,0,0,0,0,0,0,1,1,0,0,0,8,0
ENSG00000056558,0,0,0,0,0,1,0,0,0,0,0,9,1,0,0
ENSG00000056586,44,18,17,24,25,16,22,12,23,34,9,0,0,8,13
ENSG00000056972,1,5,10,4,6,11,4,1,16,10,14,3,0,7,20
ENSG00000056998,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
ENSG00000057019,18,16,8,2,23,17,7,12,19,6,22,4,1,5,8
ENSG00000057149,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000057252,22,18,12,36,12,9,7,9,29,31,19,32,10,19,8
ENSG00000057294,0,0,0,1,0,0,1,0,0,0,1,0,0,1,22
ENSG00000057608,206,165,124,218,242,136,208,113,240,210,211,123,26,133,124
ENSG00000057657,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0
ENSG00000057663,59,29,39,15,29,42,29,72,71,37,24,29,0,63,30
ENSG00000057704,7,3,0,10,7,8,8,9,8,11,8,2,1,8,8
ENSG00000057757,10,8,4,16,22,16,4,14,6,20,4,10,6,6,21
ENSG00000057935,68,17,24,59,34,63,1,42,58,28,44,42,14,58,40
ENSG00000058056,9,16,13,0,0,0,13,8,12,2,10,12,8,0,1
ENSG00000058063,5,3,0,2,1,7,4,2,11,0,9,1,0,6,0
ENSG00000058085,0,3,0,1,2,0,5,0,0,0,0,0,0,0,0
ENSG00000058091,0,20,0,12,2,17,20,8,2,16,16,1,0,8,8
ENSG00000058262,202,132,71,113,191,124,102,139,204,173,108,104,42,136,41
ENSG00000058272,20,8,14,18,28,10,4,10,8,26,26,6,12,26,14
ENSG00000058335,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000058404,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000058453,2,1,2,2,3,0,2,4,2,3,5,3,0,0,5
ENSG00000058600,11,20,10,15,33,7,19,9,0,28,1,26,1,12,18
ENSG00000058668,36,15,42,21,48,31,18,21,18,18,25,20,9,6,17
ENSG00000058673,82,36,35,49,18,59,77,60,78,69,11,33,0,57,19
ENSG00000058729,18,14,7,8,0,4,8,12,11,17,5,5,1,0,1
ENSG00000058799,15,15,11,11,6,6,8,40,55,52,38,23,1,51,22
ENSG00000058804,8,9,5,11,8,8,5,1,4,24,8,7,1,8,6
ENSG00000058866,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0
ENSG00000059122,4,18,1,24,30,36,4,18,93,30,12,1,1,3,1
ENSG00000059145,1,3,3,5,0,12,6,0,9,12,0,24,0,1,0
ENSG00000059377,0,10,0,1,0,1,0,21,20,30,24,3,1,2,1
ENSG00000059378,15,12,1,27,13,34,14,14,12,5,20,14,1,29,11
ENSG00000059573,20,14,1,36,28,16,16,32,28,44,50,29,14,32,34
ENSG00000059588,12,1,0,12,1,1,0,0,1,1,5,6,0,4,0
ENSG00000059691,35,15,9,34,6,11,2,18,34,3,11,2,4,13,4
ENSG00000059728,0,27,0,0,1,12,0,1,6,0,3,15,0,8,0
ENSG00000059758,12,9,10,12,16,23,19,13,17,47,17,8,2,33,3
ENSG00000059769,9,1,0,0,1,1,1,0,0,6,0,1,1,6,6
ENSG00000059804,16,16,16,12,1,23,1,22,12,17,18,42,0,15,19
ENSG00000060069,55,30,1,75,25,49,35,54,40,49,75,35,10,75,15
ENSG00000060138,195,80,68,119,135,160,111,152,181,235,191,149,33,212,161
ENSG00000060140,2,5,2,2,6,3,0,0,3,4,2,2,0,0,0
ENSG00000060237,60,33,42,111,54,72,60,19,87,96,81,45,24,24,30
ENSG00000060339,58,26,33,83,95,48,75,78,52,85,102,67,19,93,54
ENSG00000060491,24,9,3,30,17,12,12,11,26,32,23,25,6,17,19
ENSG00000060642,1,1,0,1,15,8,0,0,11,7,0,1,1,1,8
ENSG00000060656,0,0,0,0,12,0,0,0,0,0,18,0,0,1,0
ENSG00000060688,69,36,6,62,34,47,21,33,42,78,67,13,7,43,31
ENSG00000060718,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
ENSG00000060749,1,4,4,4,1,3,3,3,2,3,10,4,0,4,3
ENSG00000060762,30,17,10,74,23,148,22,117,125,118,116,99,28,131,104
ENSG00000060971,18,22,20,10,35,1,44,71,66,101,34,66,14,37,43
ENSG00000060982,77,51,72,82,94,91,44,57,80,101,81,54,6,84,35
ENSG00000061273,152,52,56,196,148,137,106,157,164,207,179,128,35,125,93
ENSG00000061656,1,0,0,0,0,1,0,1,8,8,8,1,1,1,10
ENSG00000061676,48,50,20,84,51,29,55,27,116,135,64,64,12,44,54
ENSG00000061794,42,18,15,44,24,44,19,31,53,42,25,28,7,28,46
ENSG00000061918,0,0,4,0,1,0,0,1,0,3,0,1,0,0,0
ENSG00000061936,0,8,1,18,4,10,0,24,11,44,12,1,0,9,10
ENSG00000061938,30,40,0,58,27,1,23,1,0,12,30,0,0,9,15
ENSG00000061987,18,9,0,7,4,10,1,7,1,6,6,1,0,4,0
ENSG00000062194,55,84,23,40,88,68,48,53,65,55,14,25,13,39,55
ENSG00000062282,0,0,0,0,0,0,0,10,20,0,0,0,0,0,0
ENSG00000062370,0,1,0,0,0,2,0,0,2,0,0,4,0,1,3
ENSG00000062485,164,173,87,136,106,173,75,119,192,196,108,77,18,111,55
ENSG00000062582,91,124,140,417,321,877,244,803,1111,1259,1060,629,88,653,758
ENSG00000062598,15,15,1,20,0,19,15,24,1,13,12,1,0,34,27
ENSG00000062650,17,11,1,13,36,13,5,4,20,30,11,11,0,8,1
ENSG00000062716,263,151,123,236,225,373,169,233,386,481,356,244,76,333,244
ENSG00000062725,11,2,4,5,7,4,7,1,11,7,6,10,2,8,3
ENSG00000062822,28,17,8,1,8,4,26,18,23,72,8,34,1,10,30
ENSG00000063046,136,99,84,143,162,172,174,118,200,197,163,150,27,176,116
ENSG00000063127,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6
ENSG00000063169,0,8,0,16,12,1,1,0,17,13,1,12,0,8,0
ENSG00000063176,11,12,1,1,15,28,20,67,18,23,21,51,0,27,1
ENSG00000063177,2714,3145,2411,9254,5812,14862,3946,10887,14659,16550,14253,13652,1452,13727,11678
ENSG00000063180,19,28,7,47,40,25,23,13,42,47,26,46,1,24,29
ENSG00000063241,0,5,0,1,0,9,1,9,0,15,11,0,0,0,1
ENSG00000063244,65,53,55,95,74,93,74,134,125,230,171,111,23,134,108
ENSG00000063245,66,51,45,87,80,76,44,69,153,144,77,80,6,69,39
ENSG00000063322,29,27,22,51,25,105,29,126,177,122,123,81,16,127,110
ENSG00000063438,0,0,0,0,0,6,0,0,0,0,1,1,0,0,0
